Date,Year,Month,Day,Mean Temp (°C),Min Temp (°C),Max Temp (°C),Total Precip (mm),Spd of Max Gust (km/h),Pressure
19/02/2021,2021,2,19,26.4,25,29,,29.6,1013.4
20/02/2021,2021,2,20,27.6,25,31,,37,1014.1
21/02/2021,2021,2,21,27.1,25,30,,38.9,1014.4
22/02/2021,2021,2,22,26.7,24,30,,35.2,1014.2
23/02/2021,2021,2,23,27.7,25,30.4,,33.3,1013.7
24/02/2021,2021,2,24,27.4,25,30,,31.5,1012.8
25/02/2021,2021,2,25,26,22,29,,31.5,1012.3
26/02/2021,2021,2,26,27.1,23.5,30,,38.9,1012.4
27/02/2021,2021,2,27,27.4,25,30,,37,1011.2
28/02/2021,2021,2,28,26.3,24.3,29.4,,33.3,1010.4
01/03/2021,2021,3,1,26.7,23,30,,29.6,1011.2
02/03/2021,2021,3,2,27.2,25.9,30,,31.5,1011.7
03/03/2021,2021,3,3,27.1,25,30.3,,29.6,1010.3
04/03/2021,2021,3,4,26.9,24,30,,27.8,1009.5
05/03/2021,2021,3,5,26.3,23,31,,25.9,1010.5
06/03/2021,2021,3,6,27.5,23,32.4,,33.3,1009.5
07/03/2021,2021,3,7,27.1,26,29.5,,46.3,1005.2
08/03/2021,2021,3,8,27.2,24.6,30.3,,29.6,1006.4
09/03/2021,2021,3,9,27.3,24.6,30,,24.1,1010.1
10/03/2021,2021,3,10,27.6,24,30.8,0,29.6,1011.9
11/03/2021,2021,3,11,27.7,26,30,,31.5,1012.4
12/03/2021,2021,3,12,27.2,24,30,,29.6,1012.6
13/03/2021,2021,3,13,27.8,26,30.6,,31.5,1012.7
14/03/2021,2021,3,14,26.4,24,29.1,,27.8,1011.9
15/03/2021,2021,3,15,25.8,24.5,29,,29.6,1012.1
16/03/2021,2021,3,16,27.4,25,30,,29.6,1012.6
17/03/2021,2021,3,17,26.9,23.7,30,,22.2,1012.7
18/03/2021,2021,3,18,26.5,23,29.2,,31.5,1012.9
19/03/2021,2021,3,19,26,22,30,,29.6,1012.8
20/03/2021,2021,3,20,26.8,24,29.6,,29.6,1012.3
21/03/2021,2021,3,21,27.4,26,30,,29.6,1012.1
22/03/2021,2021,3,22,27.6,26,30.2,,31.5,1013.2
23/03/2021,2021,3,23,27.4,23.7,30.8,,27.8,1014.4
24/03/2021,2021,3,24,26.7,24.5,30,,29.6,1012.4
25/03/2021,2021,3,25,26,23,31,,29.6,1010.3
26/03/2021,2021,3,26,26.4,23,30,,,1010.8
27/03/2021,2021,3,27,26,23,30,,,1011.1
28/03/2021,2021,3,28,26.6,22.9,31,,,1011.5
29/03/2021,2021,3,29,26.2,23,30,,,
30/03/2021,2021,3,30,25.5,23,31,,,1011.4
31/03/2021,2021,3,31,26.5,22,31,,,1013.5
01/04/2021,2021,4,1,26.8,24,30,,,1015.7
02/04/2021,2021,4,2,26.8,24,30,,,1015.8
03/04/2021,2021,4,3,27.4,24,30.4,,,1015.3
04/04/2021,2021,4,4,27.3,25,30,,,
05/04/2021,2021,4,5,27.8,26,31,,,1014.3
06/04/2021,2021,4,6,27,24,30,,,1014.7
07/04/2021,2021,4,7,26.9,23.7,30.1,,,1016.4
08/04/2021,2021,4,8,27.2,25,30,,,1015.9
09/04/2021,2021,4,9,26.1,23,29,,,1014.3
10/04/2021,2021,4,10,25.7,22,29,,,1014.9
11/04/2021,2021,4,11,27,25,29,,,1016.4
12/04/2021,2021,4,12,25.4,22.6,29.2,,,1016.9
13/04/2021,2021,4,13,26.4,23.4,29,,,1016.6
14/04/2021,2021,4,14,26.9,25,30,,,1016.2
15/04/2021,2021,4,15,26.6,24.4,29,,,1014.9
16/04/2021,2021,4,16,24.5,22,26.4,,,1013.2
17/04/2021,2021,4,17,27.6,24.9,32,,,1013.4
18/04/2021,2021,4,18,25.4,24,27,,,1017.3
19/04/2021,2021,4,19,27,25,29.4,,,1017.2
20/04/2021,2021,4,20,26.8,24.9,29.2,,,1015.8
21/04/2021,2021,4,21,25.6,23,28.2,,,1016.1
22/04/2021,2021,4,22,25.8,25,27.4,,,1016.9
23/04/2021,2021,4,23,25.4,22,27,,,1016.7
24/04/2021,2021,4,24,25.9,24.1,26.8,,,1016.2
25/04/2021,2021,4,25,26.1,24,28,,,1017.3
26/04/2021,2021,4,26,25.4,24,26.8,,,1016.8
27/04/2021,2021,4,27,24.5,23,26,,,1016.3
28/04/2021,2021,4,28,24.8,23.9,26.2,,,1017.5
29/04/2021,2021,4,29,25,23,27,,,1017.4
30/04/2021,2021,4,30,26.1,25,28.4,,,1016.8
01/05/2021,2021,5,1,25.6,23,28.1,,,1015.4
02/05/2021,2021,5,2,25.5,22,29,,,1013.9
03/05/2021,2021,5,3,26,23,29.1,,,1013.6
04/05/2021,2021,5,4,26.4,24,29,,,1013.3
05/05/2021,2021,5,5,25.5,22.9,29.1,,,1013.1
06/05/2021,2021,5,6,24.2,22,29,,,1012.3
07/05/2021,2021,5,7,24.4,21.1,28,,46.3,1012.3
08/05/2021,2021,5,8,24.2,22,27.1,,33.3,1012.4
09/05/2021,2021,5,9,23.7,19,27,,37,1014
10/05/2021,2021,5,10,23.6,18.9,27,,37,1014.8
11/05/2021,2021,5,11,24.2,21,28.3,,38.9,1016.5
12/05/2021,2021,5,12,23.9,20,28,,37,1017.9
13/05/2021,2021,5,13,25.7,24,28,,46.3,1018.6
14/05/2021,2021,5,14,25.9,24,28,,51.8,1018.8
15/05/2021,2021,5,15,25.4,24,27.2,,57.4,1018.7
16/05/2021,2021,5,16,25.2,22,28,,55.5,1018.1
17/05/2021,2021,5,17,25.6,24,28,,51.8,1017.8
18/05/2021,2021,5,18,24.8,22,28.6,,42.6,1017
19/05/2021,2021,5,19,23.6,21,27,,38.9,1015.4
20/05/2021,2021,5,20,23.4,22,25,,66.7,1016
21/05/2021,2021,5,21,23.6,21,30,,64.8,1018.1
22/05/2021,2021,5,22,23.1,20,25.1,,61.1,1016.8
23/05/2021,2021,5,23,23.3,20,26,,48.2,1015.8
24/05/2021,2021,5,24,23,21,25.2,,40.8,1017.4
25/05/2021,2021,5,25,23.4,22,25.4,,35.2,1018.5
26/05/2021,2021,5,26,23.4,19.9,26.2,,33.3,1017.7
27/05/2021,2021,5,27,23.8,21,27,,27.8,1017.3
28/05/2021,2021,5,28,23.9,22,27,,25.9,1018.3
29/05/2021,2021,5,29,24.2,22,26,,29.6,1019.1
30/05/2021,2021,5,30,24.8,22,28,,31.5,1020.3
31/05/2021,2021,5,31,23.5,20,27.1,,33.3,1019.8
01/06/2021,2021,6,1,22.6,19,26.5,,38.9,1018.8
02/06/2021,2021,6,2,24.5,22,28,,50,1019.8
03/06/2021,2021,6,3,25.1,23,28,,53.7,1020.7
04/06/2021,2021,6,4,23.2,21,27,,50,1020
05/06/2021,2021,6,5,23.9,21,27.1,,46.3,1017.3
06/06/2021,2021,6,6,23.2,19,27,,25.9,1017
07/06/2021,2021,6,7,23.5,22,25.7,,55.5,1018.7
08/06/2021,2021,6,8,22.6,21,24.2,,59.3,1020
09/06/2021,2021,6,9,22.3,19.9,25,,51.8,1019.2
10/06/2021,2021,6,10,23.8,22,25.1,,53.7,1018.4
11/06/2021,2021,6,11,24.1,23,26,,53.7,1018.8
12/06/2021,2021,6,12,24.3,23,25.3,,55.5,1020.2
13/06/2021,2021,6,13,24.4,23,27,,50,1020.6
14/06/2021,2021,6,14,23.6,21.5,26.2,,48.2,1019
15/06/2021,2021,6,15,23.2,19.7,27.1,,33.3,1016
16/06/2021,2021,6,16,22.3,20,25,,27.8,1018
17/06/2021,2021,6,17,22.3,20,25,,48.2,1020.2
18/06/2021,2021,6,18,22.7,20,26,,48.2,1021.2
19/06/2021,2021,6,19,22.2,18.8,25,,40.8,1021.9
20/06/2021,2021,6,20,22.5,20,24.5,,50,1023
21/06/2021,2021,6,21,21.5,20.2,23,,48.2,1023.2
22/06/2021,2021,6,22,20.7,18.9,23,,42.6,1022.2
23/06/2021,2021,6,23,22.1,19,25,,46.3,1022.2
24/06/2021,2021,6,24,22,20,25,,44.5,1022.6
25/06/2021,2021,6,25,22.2,19.3,25.4,,40.8,1020.8
26/06/2021,2021,6,26,20.7,18.5,23.1,21.1,42.6,1019.9
27/06/2021,2021,6,27,23.4,21,26,,40.8,1020.7
28/06/2021,2021,6,28,23.1,21,25.4,,46.3,1021.8
29/06/2021,2021,6,29,22.8,21,25,,48.2,1021.8
30/06/2021,2021,6,30,23.4,22,25,,46.3,1021.9
01/07/2021,2021,7,1,23.2,21,25,,51.8,1022
02/07/2021,2021,7,2,23.2,22,25.1,,42.6,1021.6
03/07/2021,2021,7,3,22.4,20.9,25,,40.8,1020.9
04/07/2021,2021,7,4,23.1,21.5,25.1,,44.5,1022
05/07/2021,2021,7,5,23.4,22,25.5,,46.3,1021.8
06/07/2021,2021,7,6,23.1,21,26,,44.5,1020.4
07/07/2021,2021,7,7,22.3,21,24.8,,51.8,1020.6
08/07/2021,2021,7,8,23.3,21,26,,48.2,1022.1
09/07/2021,2021,7,9,22.7,21,24,,61.1,1023.8
10/07/2021,2021,7,10,23.2,21.9,25.2,,59.3,1023.7
11/07/2021,2021,7,11,22.4,20,25,,55.5,1023.8
12/07/2021,2021,7,12,21.7,20,24.2,,51.8,1023.8
13/07/2021,2021,7,13,22.2,21,24,,55.5,1023
14/07/2021,2021,7,14,21.9,20.6,23.2,,51.8,1022.4
15/07/2021,2021,7,15,21.7,17,25,,50,1021.4
16/07/2021,2021,7,16,22.1,19.9,25,,50,1021.7
17/07/2021,2021,7,17,22.2,21,24,,59.3,1021.7
18/07/2021,2021,7,18,22.2,20,25,,51.8,1021.6
19/07/2021,2021,7,19,22,19,25,,48.2,1022.8
20/07/2021,2021,7,20,21.9,21,24,,55.5,1025.5
21/07/2021,2021,7,21,21.8,20,25,,55.5,1026.4
22/07/2021,2021,7,22,21.6,18,24,,51.8,1025
23/07/2021,2021,7,23,22.3,20,25,,48.2,1022
24/07/2021,2021,7,24,21.6,18.4,25,,37,1020.8
25/07/2021,2021,7,25,22.5,21,25,,48.2,1021.1
26/07/2021,2021,7,26,21.5,19,24.3,,44.5,1021.3
27/07/2021,2021,7,27,20.9,18.8,24,,44.5,1019.9
28/07/2021,2021,7,28,20.9,19,23.7,,57.4,1020.4
29/07/2021,2021,7,29,21.9,19,24.1,,61.1,1024.3
30/07/2021,2021,7,30,21.7,19.1,24,,55.5,1025.3
31/07/2021,2021,7,31,22.1,20,24,,50,1026
01/08/2021,2021,8,1,22.1,21,24,,55.5,1025.1
02/08/2021,2021,8,2,20.9,16,25,,42.6,1022.7
03/08/2021,2021,8,3,19.5,14.2,24.1,,27.8,1022
04/08/2021,2021,8,4,21.2,20,23,,51.8,1024.4
05/08/2021,2021,8,5,21.2,20,23.2,,51.8,1025.3
06/08/2021,2021,8,6,20.8,18,24,,46.3,1023.3
07/08/2021,2021,8,7,21.9,20,25,,42.6,1021.4
08/08/2021,2021,8,8,20.9,18.5,24,,44.5,1020.2
09/08/2021,2021,8,9,21.4,19,26,,37,1018.8
10/08/2021,2021,8,10,21.9,19.5,25.5,,27.8,1019.1
11/08/2021,2021,8,11,22.1,19.1,25,9.9,31.5,1020.3
12/08/2021,2021,8,12,22.9,21,25,,44.5,1022.5
13/08/2021,2021,8,13,22.3,18,25.1,,35.2,1022
14/08/2021,2021,8,14,21.2,16.7,24.5,,29.6,1020.5
15/08/2021,2021,8,15,21.1,19,22.8,,46.3,1020.9
16/08/2021,2021,8,16,21.2,19,23.5,1,51.8,1023.1
17/08/2021,2021,8,17,21.6,19.7,24,,53.7,1024.6
18/08/2021,2021,8,18,21.9,20,24,,53.7,1023.3
19/08/2021,2021,8,19,22.3,20,25,,46.3,1021.1
20/08/2021,2021,8,20,22.1,19.3,25,,38.9,1019.8
21/08/2021,2021,8,21,22.1,20,26,,25.9,1019.5
22/08/2021,2021,8,22,21.3,18,25,,27.8,1019.1
23/08/2021,2021,8,23,21.1,17,24,,44.5,1019.9
24/08/2021,2021,8,24,21.6,20,24,,51.8,1021.3
25/08/2021,2021,8,25,21.3,19.2,24.1,,44.5,1020.5
26/08/2021,2021,8,26,21.5,16.4,24.1,,40.8,1019.2
27/08/2021,2021,8,27,21.1,19,22,,59.3,1018.7
28/08/2021,2021,8,28,22.1,20,24,,63,1019.5
29/08/2021,2021,8,29,21.7,21,23,,59.3,1018.6
30/08/2021,2021,8,30,22.5,21,25,,46.3,1017.7
31/08/2021,2021,8,31,22.3,20,25,,38.9,1019.1
01/09/2021,2021,9,1,22.6,21,25,,46.3,1020.8
02/09/2021,2021,9,2,22.5,21,25,,48.2,1021.1
03/09/2021,2021,9,3,22.4,21,24.8,,50,1021
04/09/2021,2021,9,4,22.8,21,25,,55.5,1022.3
05/09/2021,2021,9,5,22.5,21,24.5,,55.5,1023
06/09/2021,2021,9,6,22.1,21,24,,57.4,1023.8
07/09/2021,2021,9,7,21.2,19.7,23.6,,57.4,1024
08/09/2021,2021,9,8,21.1,19,24,,59.3,1023.1
09/09/2021,2021,9,9,21.3,19,23,,42.6,1022.2
10/09/2021,2021,9,10,22.1,19,25,,35.2,1023.1
11/09/2021,2021,9,11,22.5,21,25,,48.2,1024
12/09/2021,2021,9,12,22.7,20,25.2,,59.3,1023.9
13/09/2021,2021,9,13,22.2,21,24,,55.5,1023.7
14/09/2021,2021,9,14,22.5,20,25,,51.8,1022.3
15/09/2021,2021,9,15,21.9,18,26,,46.3,1021.1
16/09/2021,2021,9,16,22.1,20,24,,40.8,1019
17/09/2021,2021,9,17,22.6,20,25.4,,37,1016.1
18/09/2021,2021,9,18,22.9,19,28,,27.8,1013.9
19/09/2021,2021,9,19,21.9,19,24,,42.6,1016.9
20/09/2021,2021,9,20,21.4,19,24,,50,1020.9
21/09/2021,2021,9,21,21.9,20,24,,53.7,1022.5
22/09/2021,2021,9,22,21.6,19,25,,46.3,1020.5
23/09/2021,2021,9,23,22.7,21,25.4,,44.5,1020.5
24/09/2021,2021,9,24,23,21,26,,50,1022.1
25/09/2021,2021,9,25,22.6,19,25.1,,53.7,1022.2
26/09/2021,2021,9,26,22.9,21,26,,55.5,1020.9
27/09/2021,2021,9,27,22.8,20,25.6,,53.7,1021
28/09/2021,2021,9,28,22.6,20.9,25.5,,51.8,1021.8
29/09/2021,2021,9,29,23.3,21,26,,50,1021.6
30/09/2021,2021,9,30,23.3,22,26,,50,1021.4
01/10/2021,2021,10,1,23,22,25,,48.2,1020.4
02/10/2021,2021,10,2,23.6,22,26,,48.2,1019.6
03/10/2021,2021,10,3,22,20.4,25,,48.2,1020.2
04/10/2021,2021,10,4,22.4,20,25,,44.5,1018.5
05/10/2021,2021,10,5,22.1,19,26.1,,31.5,1017
06/10/2021,2021,10,6,21.5,19,26,,27.8,1014.9
07/10/2021,2021,10,7,22.8,19,26.7,,27.8,1013.4
08/10/2021,2021,10,8,22.2,19,25,,42.6,1016.2
09/10/2021,2021,10,9,23,20.7,26,,51.8,1019.2
10/10/2021,2021,10,10,22.9,21,26,,53.7,1019.4
11/10/2021,2021,10,11,23,22,24.7,,48.2,1017.4
12/10/2021,2021,10,12,24,20,27.2,,35.2,1017.7
13/10/2021,2021,10,13,23.6,21,26.1,,35.2,1018.6
14/10/2021,2021,10,14,23.7,21,26.6,,44.5,1019.9
15/10/2021,2021,10,15,23.9,22,26.4,,46.3,1019.6
16/10/2021,2021,10,16,23.5,21,26.2,,51.8,1019.3
17/10/2021,2021,10,17,23.4,20,25.2,,48.2,1020.3
18/10/2021,2021,10,18,24.4,22,27,,48.2,1020.7
19/10/2021,2021,10,19,24.3,22,27,,46.3,1020.5
20/10/2021,2021,10,20,23.9,20.8,27.1,,38.9,1020
21/10/2021,2021,10,21,23.8,22,26,,38.9,1017.7
22/10/2021,2021,10,22,24.4,22,27.2,,35.2,1017.4
23/10/2021,2021,10,23,24.5,22,27.1,,40.8,1019.6
24/10/2021,2021,10,24,24.7,23,28,,40.8,1021.5
25/10/2021,2021,10,25,24.4,22,27.1,,51.8,1022.1
26/10/2021,2021,10,26,24.1,21,27,,53.7,1021.7
27/10/2021,2021,10,27,24,21,27,,46.3,1018.9
28/10/2021,2021,10,28,23.4,19,27,,31.5,1013.8
29/10/2021,2021,10,29,23.4,21,25,,33.3,1012.1
30/10/2021,2021,10,30,23.8,22,26.9,,31.5,1014
31/10/2021,2021,10,31,23,20,26,,31.5,1016.9
01/11/2021,2021,11,1,23.5,19,27,,33.3,1016.3
02/11/2021,2021,11,2,23.8,18.6,27.1,0,35.2,1016.4
03/11/2021,2021,11,3,24.1,20.2,26.8,0,35.2,1016.7
04/11/2021,2021,11,4,24.8,22,28,,35.2,1015.9
05/11/2021,2021,11,5,24.4,20,28,,33.3,1015.2
06/11/2021,2021,11,6,25.3,22,28,,40.8,1015
07/11/2021,2021,11,7,25.6,23,28,,44.5,1015.7
08/11/2021,2021,11,8,25.2,24,27,,44.5,1016.5
09/11/2021,2021,11,9,25.9,24,29,,40.8,1017.4
10/11/2021,2021,11,10,25.1,21,28,,38.9,1016.9
11/11/2021,2021,11,11,25.4,23,28.5,,35.2,1014.7
12/11/2021,2021,11,12,25.4,22,29,,35.2,1016
13/11/2021,2021,11,13,25.3,21,28.6,,38.9,1018
14/11/2021,2021,11,14,26,23.7,29,,42.6,1019.1
15/11/2021,2021,11,15,26,23.8,29.1,,40.8,1017.7
16/11/2021,2021,11,16,25.7,23,29,,40.8,1015.9
17/11/2021,2021,11,17,25.7,23,28.5,,42.6,1017.2
18/11/2021,2021,11,18,26.2,24,29,,51.8,1018.2
19/11/2021,2021,11,19,25.6,22,29,,48.2,1016.7
20/11/2021,2021,11,20,25.7,24,28.4,,46.3,1015.3
21/11/2021,2021,11,21,25.5,23,29,,38.9,1014.9
22/11/2021,2021,11,22,25.6,22,29,,33.3,1015.4
23/11/2021,2021,11,23,25.4,22,28.7,,33.3,1014.3
24/11/2021,2021,11,24,25.6,21,30,,31.5,1012.8
25/11/2021,2021,11,25,25.6,22,29.1,,27.8,1013.8
26/11/2021,2021,11,26,26.1,19.5,30,,25.9,1015.3
27/11/2021,2021,11,27,26,22,30,,31.5,1014.8
28/11/2021,2021,11,28,26,22,29.6,,31.5,1015.3
29/11/2021,2021,11,29,26,22,30,,29.6,1015.6
30/11/2021,2021,11,30,26,21,30,,38.9,1015.7
01/12/2021,2021,12,1,26.8,25,29.6,,44.5,1016
02/12/2021,2021,12,2,27,25,29.9,,46.3,1016.7
03/12/2021,2021,12,3,26.9,24,30.2,,42.6,1018.2
04/12/2021,2021,12,4,26.9,24,30,,44.5,1019.5
05/12/2021,2021,12,5,27.1,24.9,29.6,,44.5,1019.4
06/12/2021,2021,12,6,27.1,25,30,,48.2,1019.2
07/12/2021,2021,12,7,27,25,30,,48.2,1018.9
08/12/2021,2021,12,8,26.9,25,30,,48.2,1017.4
09/12/2021,2021,12,9,26.6,23,30,,42.6,1017.2
10/12/2021,2021,12,10,25.9,22,29,,44.5,1016.7
11/12/2021,2021,12,11,26.5,22,30,,42.6,1017.2
12/12/2021,2021,12,12,26.7,25,30,0.3,48.2,1018.4
13/12/2021,2021,12,13,25.6,23,29,,51.8,1016.6
14/12/2021,2021,12,14,25.8,23,28.2,,59.3,1016
15/12/2021,2021,12,15,26,23,29.2,,59.3,1016.5
16/12/2021,2021,12,16,25.9,23,29,,61.1,1017.1
17/12/2021,2021,12,17,26.3,24,29.3,,46.3,1015.5
18/12/2021,2021,12,18,26.6,23.9,30,,33.3,1013.3
19/12/2021,2021,12,19,27,22.9,30.4,,25.9,1012.5
20/12/2021,2021,12,20,26.7,24,31.3,,25.9,1013.5
21/12/2021,2021,12,21,26.9,25,30,,35.2,1016
22/12/2021,2021,12,22,26.2,24,28,,38.9,1015.6
23/12/2021,2021,12,23,27.5,25,31,,35.2,1013.7
24/12/2021,2021,12,24,27.9,24,31.6,,29.6,1013
25/12/2021,2021,12,25,27.8,24,32.4,,24.1,1013.4
26/12/2021,2021,12,26,27,24,32.1,,20.4,1013.9
27/12/2021,2021,12,27,25.6,23.9,27,,31.5,1014.6
28/12/2021,2021,12,28,26.7,24,29.5,,38.9,1014.2
29/12/2021,2021,12,29,26.6,25,29,,48.2,1013.2
30/12/2021,2021,12,30,26.2,23.6,29,,53.7,1013.6
31/12/2021,2021,12,31,26.4,24,29,,51.8,1014.4
01/01/2022,2022,1,1,25.9,24,28.1,,46.3,1014.3
02/01/2022,2022,1,2,26.4,24,29,,42.6,1013.3
03/01/2022,2022,1,3,25.5,21,29,,40.8,1012.9
04/01/2022,2022,1,4,26.5,25,29,,38.9,1014.4
05/01/2022,2022,1,5,26.7,25,28.5,,38.9,1015
06/01/2022,2022,1,6,25.8,23,30,0,35.2,1013.8
07/01/2022,2022,1,7,25.5,24,28.2,,33.3,1013.5
08/01/2022,2022,1,8,25.1,23.8,29,,31.5,1013.1
09/01/2022,2022,1,9,26,23,29.5,,35.2,1012.3
10/01/2022,2022,1,10,25.4,23,28,,35.2,1012.6
11/01/2022,2022,1,11,25.9,23,28,,42.6,1014.2
12/01/2022,2022,1,12,26.8,24.2,29,,42.6,1015.1
13/01/2022,2022,1,13,26.9,24.9,29,,40.8,1013.4
14/01/2022,2022,1,14,27.4,25,30.4,,35.2,1011
15/01/2022,2022,1,15,28.4,25,33,,33.3,1009.7
16/01/2022,2022,1,16,27.6,23,32,,29.6,1009.4
17/01/2022,2022,1,17,27.8,24,31,,27.8,1009.8
18/01/2022,2022,1,18,27.1,24,31.2,,25.9,1010.5
19/01/2022,2022,1,19,27.4,26,31,,25.9,1009.4
20/01/2022,2022,1,20,27.5,25,31,,31.5,1008.4
21/01/2022,2022,1,21,28.4,26.9,31,,44.5,1009.9
22/01/2022,2022,1,22,28.8,27,31,,48.2,1011.9
23/01/2022,2022,1,23,28.2,26,30.4,,48.2,1012.3
24/01/2022,2022,1,24,26.3,25,28,,51.8,1012.7
25/01/2022,2022,1,25,26.4,24.9,28.7,,55.5,1013.3
26/01/2022,2022,1,26,25.9,23,28.2,,55.5,1012.7
27/01/2022,2022,1,27,24.7,20,29,,48.2,1011.2
28/01/2022,2022,1,28,26.5,22,29.6,,44.5,1010.7
29/01/2022,2022,1,29,27.5,24,30,,42.6,1011.5
30/01/2022,2022,1,30,27.9,26,30.1,,46.3,1010.3
31/01/2022,2022,1,31,27.8,26,30,,55.5,1008.8
01/02/2022,2022,2,1,26.7,26,28.1,,70.4,1005.6
02/02/2022,2022,2,2,27.1,26,29,,87,1000.9
03/02/2022,2022,2,3,26.4,25.5,27.1,,90.8,1003
04/02/2022,2022,2,4,27.1,26,29,,72.2,1006.6
05/02/2022,2022,2,5,27.2,26,29.4,,57.4,1009.6
06/02/2022,2022,2,6,27.3,24,30,,53.7,1012.1
07/02/2022,2022,2,7,26.9,24.9,29.1,,44.5,1013
08/02/2022,2022,2,8,26.5,24,29.2,,44.5,1012.2
09/02/2022,2022,2,9,26.3,23,29.1,,40.8,1011.3
10/02/2022,2022,2,10,26.1,23,29,,37,1009.7
11/02/2022,2022,2,11,26.7,24,30,,35.2,1008.8
12/02/2022,2022,2,12,26.7,23,30,,35.2,1009.8
13/02/2022,2022,2,13,27.8,25,30.4,,46.3,1010.2
14/02/2022,2022,2,14,27.8,26,30.2,,53.7,1010.2
15/02/2022,2022,2,15,27.8,26,30.2,,50,1011.9
16/02/2022,2022,2,16,26.3,25,28,,51.8,1010.8
17/02/2022,2022,2,17,27.2,25,29.1,,53.7,1008.4
18/02/2022,2022,2,18,27.2,26,29,,61.1,1007.6
19/02/2022,2022,2,19,27,25.6,29,,75.9,1005
20/02/2022,2022,2,20,27.9,26,30,,72.2,1004.3
21/02/2022,2022,2,21,27.7,27,29.5,,68.5,1007
22/02/2022,2022,2,22,27.4,26,30,,61.1,1009.7
23/02/2022,2022,2,23,27.6,25,30,,42.6,1012.5
24/02/2022,2022,2,24,27.1,25,29.6,,42.6,1013.9
25/02/2022,2022,2,25,26.8,24,30,,38.9,1011.2
26/02/2022,2022,2,26,27.5,26,30,,44.5,1009.8
27/02/2022,2022,2,27,26.3,23.4,29.2,,40.8,1010.4
28/02/2022,2022,2,28,27.7,25,31,,38.9,1011.4
01/03/2022,2022,3,1,26.9,24,30,,42.6,1010.2
02/03/2022,2022,3,2,28,26,30,,46.3,1008.6
03/03/2022,2022,3,3,26.7,25,29,,42.6,1007.5
04/03/2022,2022,3,4,26.9,25,29.7,,42.6,1009.6
05/03/2022,2022,3,5,27,25,28,,50,1010.4
06/03/2022,2022,3,6,27.6,26,30,,59.3,1010.7
07/03/2022,2022,3,7,27.4,26,30,,55.5,1011.4
08/03/2022,2022,3,8,25.9,23.7,29,,44.5,1011.4
09/03/2022,2022,3,9,26.7,24,29.1,,38.9,1011.5
10/03/2022,2022,3,10,27.3,24,30,,37,1011.5
11/03/2022,2022,3,11,27.3,25,30,,38.9,1010.9
12/03/2022,2022,3,12,26.9,25,29.7,,42.6,1009.9
13/03/2022,2022,3,13,26.6,24.6,30,,48.2,1010.7
14/03/2022,2022,3,14,27.2,25,30,,53.7,1012.4
15/03/2022,2022,3,15,26.5,24,29,,40.8,1011.4
16/03/2022,2022,3,16,27.4,24.6,30.5,,33.3,1010
17/03/2022,2022,3,17,27.5,25,30.4,,35.2,1010.9
18/03/2022,2022,3,18,27,25,31,,31.5,1011
19/03/2022,2022,3,19,26.5,24,31,,22.2,1010.5
20/03/2022,2022,3,20,26.4,24,31,,27.8,1011.2
21/03/2022,2022,3,21,26.1,24,28.2,,29.6,1012.6
22/03/2022,2022,3,22,27.1,24,30.1,,37,1013.9
23/03/2022,2022,3,23,27.8,26,30,,46.3,1014.3
24/03/2022,2022,3,24,27.6,26,30,,42.6,1013
25/03/2022,2022,3,25,27.4,25.8,30,,33.3,1011.6
26/03/2022,2022,3,26,27.5,24,30.2,,35.2,1011.9
27/03/2022,2022,3,27,27.2,24.9,30,,33.3,1013.2
28/03/2022,2022,3,28,27,24,30,,33.3,1012.9
29/03/2022,2022,3,29,25.9,21,29.4,,25.9,1012.4
30/03/2022,2022,3,30,25.1,23.4,28.2,,40.8,1013.4
31/03/2022,2022,3,31,26,24,28.2,,55.5,1014.8
01/04/2022,2022,4,1,24.9,23,26,,61.1,1014.8
02/04/2022,2022,4,2,24,23,26,,63,1014.5
03/04/2022,2022,4,3,25.9,23,29,,55.5,1013
04/04/2022,2022,4,4,26.8,26,28.2,,50,1012.6
05/04/2022,2022,4,5,26,24,28,,46.3,1014
06/04/2022,2022,4,6,26.5,25,29,,46.3,1014.7
07/04/2022,2022,4,7,26.6,24,29,,44.5,1014.5
08/04/2022,2022,4,8,25.2,24,26.6,,46.3,1014.1
09/04/2022,2022,4,9,26.1,24,29,,48.2,1013.9
10/04/2022,2022,4,10,26.1,24,29,,50,1015
11/04/2022,2022,4,11,25.4,24,27.7,,55.5,1015.7
12/04/2022,2022,4,12,25.7,23,28.1,,59.3,1015.2
13/04/2022,2022,4,13,25.7,24,28.5,,61.1,1014.7
14/04/2022,2022,4,14,26.1,25,28.2,,61.1,1016.3
15/04/2022,2022,4,15,26,24,28,,57.4,1017.6
16/04/2022,2022,4,16,26.2,24,29,1,63,1016.2
17/04/2022,2022,4,17,25.6,24,27.2,5.1,53.7,1014.1
18/04/2022,2022,4,18,26.1,23,29,,50,1013.5
19/04/2022,2022,4,19,26.6,23.8,29.4,2,44.5,1015.3
20/04/2022,2022,4,20,26.4,24.8,29.3,0.5,38.9,1014.4
21/04/2022,2022,4,21,26.2,22.9,29.4,0,31.5,1014.4
22/04/2022,2022,4,22,25.8,24,28.5,,46.3,1016.4
23/04/2022,2022,4,23,25.2,23.9,28,,57.4,1017.6
24/04/2022,2022,4,24,24.6,21.8,27.1,0.5,59.3,1017.3
